,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2
17,17,f_1,0.0010070463626808317,1.0,0.14651986624368019,19969.13506686198,467365379.86078715,61.78301789867328,118.67789183522635,Converged,0.11771702766418457,61.751283904870405,75.24873020120192,398.5976899161491
18,18,f_1,0.0009374297035474772,1.0,-0.06041951189175365,1337.9238292597697,818662.7573498399,67.21005096577255,125.38660608507263,Converged,0.17865742708090693,67.24066843959956,19.88925209150581,75.56736669713409
19,19,f_1,0.007240861269882853,1.0,-0.5851502263734735,27611.07909416757,753494811.1307398,68.10900373361437,117.80350697164994,Converged,0.5056571960449219,68.02391048317767,82.79015565663066,450.79328150561304
20,20,f_1,0.023303115053744695,1.0,-0.7579064250589314,872.6548317250805,308189.7830191673,4.047207434467623,127.30904528182933,Converged,0.7009568581706844,3.8945538558861017,15.99350648381633,56.79501311634227
21,21,f_1,0.0017357092595743971,1.0,0.2719871430640225,26612.278029026493,734090166.6445941,19.062400760158198,118.67381213940948,Converged,0.09062695503234863,19.104062604327346,82.53868804300593,445.6116479322597
22,22,f_1,0.001694870280912138,1.0,0.1898903848456882,20450.013866874517,600696204.5266076,33.040387275756075,118.66570938915675,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.107155442237854,33.081556078032946,78.96808865408,425.7607251684658
23,23,f_1,0.00022309957769864778,1.0,0.22559009664574248,3629.457866740175,7855580.609999058,34.28689425321727,121.70179280480696,Converged,0.1011386290192604,34.301830771476176,32.430922451470536,140.07919116145482
24,24,f_1,0.938457207541829,1.0,-1.5341433271342537,4904.379242164587,15484170.678749945,86.70322315468547,119.15350497589134,Converged,2.2592201940715313,85.73448314439281,37.536334923947905,167.54895487697823
25,25,f_1,0.0004682030444619836,1.0,0.5823559593680516,25899.22655706967,548044629.1451186,19.677590363869967,119.05039543598397,Converged,0.04918789863586426,19.699228363880643,77.39673346233846,419.70322455963304
26,26,f_1,0.0003592294813657569,1.0,0.5673169208357935,28767.27234373681,627364728.6952518,19.64257725767675,119.00335686132487,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.050814151763916016,19.623623907541067,79.51362660618813,434.79033567275764
27,27,f_1,0.35769757308752625,1.0,-1.2271107218891044,23261.421768326603,511382901.1005988,11.970114950381685,117.25743350840033,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1.4463321566581726,12.568193183631756,76.52054179122098,411.3475608479793
28,28,f_1,2.776468953900222,1.0,-2.09855131473241,1204.0038489319284,627929.9802181715,84.03268014075161,123.98632762612966,Converged,7.194420722080395,85.69895411399257,18.73833073245018,70.69744360150501
29,29,f_1,0.008987588712101726,1.0,-0.942352867925576,28846.544968786904,721473641.7995753,35.85443553633377,117.45491070464718,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1.0389158725738525,35.75963264232677,81.79420790595971,449.4545463249157
30,30,f_1,5.219967663083665,1.0,-2.312454474614935,30517.102852299435,843930837.7366176,7.651927053553663,116.0428574494062,Converged,9.209368586540222,5.36720219854734,84.79827944425872,467.35141367274616
31,31,f_1,0.12807583903928926,1.0,-0.65153324837555,30229.80426913723,768029639.2585893,4.972722979629907,117.7279814112375,Converged,0.43695783615112305,5.330599828614707,82.99919271500266,457.18693166722187
32,32,f_1,0.0007137800044082428,1.0,-1.0561698248587237,470.11140763369895,74219.38092160065,131.72583335373656,132.33513071458657,Converged,1.3151093656488229,131.75255001528714,11.401650941574964,36.77449753067465
33,33,f_1,1.4606020818063008e-05,1.0,-0.9481851576553618,18096.49105552844,680016069.0461442,153.58307370058537,117.54615895851848,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1.0602232217788696,153.58689548299913,80.85457825797538,439.45107827227486
34,34,f_1,0.0016178006727023929,1.0,-0.5682935465915344,20202.085586463345,540657921.3497036,2.899783228767774,117.927702646433,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.4943246841430664,2.859561335815025,77.28192037456488,415.37496708451584
35,35,f_1,0.001713061044112308,1.0,-1.0463577001643198,24207.394265454604,528948359.35678065,133.59785957296117,117.43224041186622,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',1.2885388135910034,133.63924871458204,77.08525469855276,412.80829775416373
36,36,f_1,0.08719502535622835,1.0,-0.7964525000565046,21892.17232627752,716247402.9794279,7.91793924155354,117.6396088327945,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.6897804737091064,7.622651203603764,82.0775999666439,442.8112477819696
37,37,f_1,0.0011255945708616712,1.0,0.5176179451790177,26567.9805637851,680494213.6405749,50.22832731451854,118.93704399469354,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',0.055385589599609375,50.19477743268772,81.00596718130957,438.0133441231692
38,38,f_1,2.087748374614256,1.0,-1.7869979900371247,24346.51959278478,587755396.1592823,232.10557929470087,116.65654182113177,Converged,2.1047394275665283,233.55048357340388,79.04181495079801,426.2128739542959
39,39,f_1,0.5237686489710551,1.0,-1.719799870186919,29589.061632120713,555857648.9666119,36.140831315620744,116.76319723334666,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',4.405395984649658,36.86454994117287,77.7159407520593,422.0633478446499
